Age,Gender,Country,family_history,self_employed,no_employees,tech_company,Organizational_Care_1,Organizational_Care_2,Organizational_Access,Organizational_Support,Organizational_Protection,Organizational_Leave,mentalhealthconsequence,coworkers,supervisors,mentalimportance,mh_current,mh_diagnosed,mh_past,mh_treated,work_interfere_impact,work_interfere_treated,work_interfere_untreated,Organizational_Care_1_clean,Organizational_Access_clean,Organizational_Support_clean,Organizational_Protection_clean,Organizational_Leave_clean
21.0,Unknown,United States of America,I don't know,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,4.0,No,Yes,Yes,5.0,Possibly,No response,Yes,1,Unknown,Sometimes,Sometimes,I don't know,No,No,I don't know,Somewhat difficult
67.0,Female,United States of America,No,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Yes,Unknown,Possibly,No response,Yes,1,Yes,Often,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
35.0,Male,United Kingdom,Yes,1,Unknown,Unknown,,,,,,,I've always been self-employed,Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Often,Often,Unknown,Unknown,Unknown,Unknown,Unknown
46.0,Male,Ireland,I don't know,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,Unsure,Often,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
36.0,Male,United States of America,I don't know,0,More than 1000,0.0,1.0,2.0,0.0,0.0,2.0,4.0,Maybe/Not sure,Maybe,No,5.0,Yes,Yes,Possibly,1,Unknown,Sometimes,Often,Yes,No,No,I don't know,Somewhat difficult
44.0,Female,Australia,Yes,0,6-25,1.0,0.0,0.0,0.0,1.0,2.0,2.0,No,Maybe,Yes,7.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,No,No,Yes,I don't know,Somewhat easy
57.0,Male,United States of America,I don't know,0,More than 1000,0.0,1.0,1.0,0.0,1.0,1.0,2.0,No,Maybe,Yes,9.0,Possibly,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,Yes,Yes,Somewhat easy
38.0,Female,United States of America,I don't know,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,,No,Maybe,Maybe,3.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,I don't know
27.0,Female,United States of America,Yes,0,100-500,1.0,1.0,0.0,0.0,0.0,2.0,2.0,No,Yes,Yes,8.0,Possibly,No response,Possibly,1,Unknown,Sometimes,Sometimes,Yes,No,No,I don't know,Somewhat easy
26.0,Male,Australia,Yes,0,More than 1000,0.0,,1.0,,1.0,1.0,2.0,No,Yes,Yes,7.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Not eligible for coverage / NA,Unknown,Yes,Yes,Somewhat easy
36.0,Male,United States of America,No,0,More than 1000,1.0,1.0,1.0,0.0,1.0,2.0,3.0,Maybe/Not sure,Maybe,Maybe,5.0,Possibly,No response,Yes,1,Unknown,Rarely,Often,Yes,No,Yes,I don't know,Neither easy nor difficult
30.0,Male,United Kingdom,Yes,0,1-5,1.0,,0.0,,1.0,1.0,2.0,Maybe/Not sure,Yes,Yes,7.0,No,No response,Possibly,0,Unknown,Rarely,Rarely,Not eligible for coverage / NA,Unknown,Yes,Yes,Somewhat easy
35.0,Male,United Kingdom,Yes,0,More than 1000,1.0,1.0,1.0,1.0,2.0,2.0,1.0,"Yes, I experienced",Yes,Yes,4.0,Yes,No,Unknown,1,Unknown,Not applicable to me,Sometimes,Yes,Yes,I don't know,I don't know,Very easy
30.0,Male,Argentina,No,0,26-100,1.0,0.0,0.0,0.0,0.0,2.0,1.0,No,Yes,Maybe,2.0,Don't Know,No response,No,0,Unknown,Rarely,Sometimes,No,No,No,I don't know,Very easy
32.0,Male,New Zealand,Yes,0,26-100,1.0,0.0,0.0,,0.0,2.0,3.0,Maybe/Not sure,Yes,Maybe,5.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,I don't know,Neither easy nor difficult
35.0,Male,France,No,0,100-500,1.0,2.0,0.0,0.0,0.0,2.0,3.0,Maybe/Not sure,No,No,8.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Neither easy nor difficult
33.0,Male,Australia,No,0,500-1000,1.0,1.0,2.0,1.0,0.0,2.0,1.0,No,Yes,Yes,8.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,I don't know,Very easy
48.0,Male,New Zealand,No,0,6-25,1.0,0.0,0.0,,0.0,2.0,1.0,Maybe/Not sure,Maybe,Yes,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,I don't know,Very easy
32.0,Male,Netherlands,No,0,26-100,1.0,0.0,0.0,1.0,0.0,2.0,2.0,Maybe/Not sure,No,No,6.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,Yes,No,I don't know,Somewhat easy
45.0,Male,United Kingdom,Yes,0,100-500,1.0,2.0,0.0,0.0,0.0,2.0,2.0,"Yes, I observed",Maybe,No,4.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,I don't know,No,No,I don't know,Somewhat easy
31.0,Male,Romania,No,0,500-1000,1.0,2.0,0.0,0.0,0.0,2.0,,No,Maybe,No,3.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,I don't know
40.0,Male,Spain,No,0,More than 1000,0.0,2.0,2.0,0.0,1.0,2.0,1.0,"Yes, I experienced",No,Maybe,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,Yes,I don't know,Very easy
37.0,Male,United States of America,I don't know,0,26-100,0.0,2.0,0.0,0.0,0.0,2.0,1.0,No,Maybe,Maybe,4.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Very easy
29.0,Male,Poland,No,0,100-500,1.0,0.0,0.0,0.0,0.0,2.0,,Maybe/Not sure,No,No,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,No,No,I don't know,I don't know
26.0,Male,United States of America,Yes,0,100-500,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Maybe/Not sure,Maybe,No,7.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,Yes,Yes,Very easy
51.0,Female,United States of America,I don't know,0,100-500,1.0,1.0,1.0,1.0,1.0,1.0,2.0,"Yes, I experienced",Maybe,Yes,9.0,Possibly,No response,Yes,1,Unknown,Rarely,Sometimes,Yes,Yes,Yes,Yes,Somewhat easy
29.0,Male,Germany,No,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Rarely,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
30.0,Male,United Kingdom,Yes,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Often,Often,Unknown,Unknown,Unknown,Unknown,Unknown
33.0,Female,United States of America,No,0,26-100,1.0,1.0,0.0,1.0,1.0,2.0,,"Yes, I experienced",Yes,Yes,8.0,No,No response,Possibly,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,I don't know,I don't know
27.0,Male,United States of America,Yes,0,100-500,1.0,1.0,0.0,1.0,0.0,1.0,3.0,"Yes, I experienced",Yes,Maybe,7.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,Yes,Neither easy nor difficult
42.0,Male,United States of America,I don't know,0,6-25,1.0,1.0,2.0,0.0,0.0,2.0,4.0,"Yes, I experienced",No,No,3.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,I don't know,Somewhat difficult
47.0,Male,Australia,No,0,6-25,1.0,,0.0,,1.0,1.0,3.0,"Yes, I observed",Maybe,Yes,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Not eligible for coverage / NA,Unknown,Yes,Yes,Neither easy nor difficult
31.0,Female,Netherlands,I don't know,0,26-100,1.0,,2.0,,1.0,2.0,1.0,No,Yes,Yes,7.0,Yes,Yes,Possibly,1,Unknown,Never,Sometimes,Not eligible for coverage / NA,Unknown,Yes,I don't know,Very easy
32.0,Male,United Kingdom,No,0,More than 1000,0.0,2.0,1.0,0.0,1.0,1.0,2.0,No,Maybe,Yes,10.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,Yes,Yes,Somewhat easy
60.0,Male,Netherlands,No,1,Unknown,Unknown,,,,,,,I've always been self-employed,Unknown,Yes,Unknown,No,No response,No,0,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
58.0,Male,Belgium,Yes,0,100-500,1.0,2.0,0.0,0.0,0.0,2.0,2.0,"Yes, I observed",Maybe,Maybe,5.0,No,No response,Yes,0,Unknown,Rarely,Sometimes,I don't know,No,No,I don't know,Somewhat easy
38.0,Male,Belgium,Yes,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,No,No response,No,0,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
42.0,Female,Spain,I don't know,0,6-25,1.0,0.0,0.0,,0.0,2.0,4.0,No,No,No,1.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,I don't know,Somewhat difficult
41.0,Male,Germany,Yes,0,100-500,1.0,2.0,0.0,,2.0,2.0,3.0,No,No,No,8.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,I don't know,Unknown,I don't know,I don't know,Neither easy nor difficult
25.0,Male,India,No,0,More than 1000,1.0,1.0,0.0,1.0,0.0,1.0,1.0,"Yes, I experienced",No,No,10.0,Possibly,No response,Possibly,0,Unknown,Sometimes,Rarely,Yes,Yes,No,Yes,Very easy
31.0,Female,United States of America,No,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Maybe/Not sure,No,Yes,9.0,No,No response,Yes,1,Unknown,Often,Often,Yes,Yes,Yes,Yes,Very easy
42.0,Male,Argentina,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,Don't Know,No response,Possibly,1,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
42.0,Male,United States of America,I don't know,0,26-100,1.0,0.0,0.0,0.0,0.0,2.0,2.0,Maybe/Not sure,Maybe,Yes,2.0,Yes,Yes,Don't Know,1,Unknown,Rarely,Sometimes,No,No,No,I don't know,Somewhat easy
41.0,Male,United States of America,No,0,More than 1000,1.0,1.0,1.0,1.0,0.0,1.0,5.0,"Yes, I experienced",No,No,1.0,Yes,Yes,Yes,0,Unknown,Often,Often,Yes,Yes,No,Yes,Difficult
35.0,Other,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Maybe/Not sure,No,Maybe,5.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,Yes,Very easy
24.0,Male,Mexico,No,0,More than 1000,1.0,1.0,0.0,1.0,0.0,0.0,3.0,"Yes, I observed",No,Maybe,3.0,Don't Know,No response,Yes,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,No,Neither easy nor difficult
37.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,0.0,1.0,2.0,,"Yes, I observed",Maybe,Maybe,5.0,Yes,Yes,No,1,Unknown,Never,Often,Yes,No,Yes,I don't know,I don't know
32.0,Male,Japan,No,0,More than 1000,1.0,2.0,2.0,,1.0,2.0,3.0,"Yes, I observed",No,No,6.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,Unknown,Yes,I don't know,Neither easy nor difficult
34.0,Male,India,No,0,500-1000,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Maybe/Not sure,Yes,Yes,8.0,No,No response,No,0,Unknown,Rarely,Rarely,Yes,Yes,Yes,Yes,Very easy
37.0,Male,Singapore,No,0,More than 1000,0.0,0.0,0.0,0.0,0.0,2.0,4.0,No,No,Maybe,4.0,No,No response,Yes,1,Unknown,Not applicable to me,Sometimes,No,No,No,I don't know,Somewhat difficult
38.0,Male,France,No,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Yes,Unknown,Don't Know,No response,No,0,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
30.0,Male,United States of America,I don't know,0,26-100,1.0,0.0,0.0,0.0,2.0,2.0,5.0,Maybe/Not sure,No,Maybe,3.0,Possibly,No response,Possibly,1,Unknown,Sometimes,Often,No,No,I don't know,I don't know,Difficult
27.0,Male,France,I don't know,0,More than 1000,1.0,2.0,0.0,0.0,0.0,2.0,,No,No,No,5.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,I don't know
41.0,Female,United States of America,No,0,More than 1000,0.0,1.0,2.0,0.0,0.0,2.0,3.0,No,No,No,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,I don't know,Neither easy nor difficult
41.0,Male,United States of America,I don't know,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,2.0,No,No,Maybe,7.0,Possibly,No response,Yes,1,Unknown,Rarely,Rarely,I don't know,No,No,I don't know,Somewhat easy
39.0,Male,United States of America,No,0,26-100,1.0,1.0,2.0,0.0,0.0,2.0,5.0,Maybe/Not sure,No,Maybe,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,I don't know,Difficult
42.0,Male,United States of America,No,0,More than 1000,1.0,1.0,2.0,1.0,0.0,2.0,2.0,"Yes, I experienced",Maybe,Maybe,6.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,I don't know,Somewhat easy
28.0,Female,United States of America,Yes,0,1-5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,Maybe/Not sure,Yes,Yes,8.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,Yes,No,No,Yes,Very easy
29.0,Male,United States of America,No,0,6-25,1.0,0.0,0.0,0.0,0.0,2.0,5.0,No,Maybe,No,3.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,No,No,No,I don't know,Difficult
41.0,Male,Australia,Yes,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,Possibly,No response,Possibly,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
46.0,Male,United States of America,No,0,More than 1000,1.0,1.0,2.0,0.0,0.0,2.0,1.0,No,Yes,Maybe,5.0,No,No response,Yes,1,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,I don't know,Very easy
38.0,Male,Spain,Yes,0,500-1000,1.0,1.0,0.0,1.0,2.0,0.0,4.0,"Yes, I observed",Yes,Yes,3.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,I don't know,No,Somewhat difficult
34.0,Male,United States of America,No,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,Maybe,Maybe,7.0,Don't Know,No response,No,0,Unknown,Rarely,Rarely,Yes,Yes,Yes,Yes,Very easy
28.0,Male,Germany,Yes,0,6-25,1.0,1.0,0.0,0.0,0.0,2.0,,Maybe/Not sure,Yes,Yes,5.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,No,No,I don't know,I don't know
28.0,Female,Netherlands,Yes,0,26-100,1.0,0.0,0.0,0.0,0.0,2.0,5.0,Maybe/Not sure,No,No,8.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,No,No,No,I don't know,Difficult
38.0,Male,Germany,No,0,26-100,1.0,1.0,0.0,1.0,0.0,1.0,2.0,"Yes, I observed",Yes,Yes,5.0,No,No response,Possibly,1,Unknown,Rarely,Not applicable to me,Yes,Yes,No,Yes,Somewhat easy
33.0,Male,United States of America,Yes,0,More than 1000,0.0,1.0,0.0,0.0,0.0,2.0,2.0,No,Yes,Maybe,7.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,No,No,I don't know,Somewhat easy
38.0,Female,United States of America,I don't know,0,26-100,1.0,1.0,0.0,1.0,0.0,1.0,,Maybe/Not sure,Maybe,Maybe,6.0,Don't Know,No response,Possibly,0,Unknown,Rarely,Often,Yes,Yes,No,Yes,I don't know
48.0,Male,United States of America,No,0,100-500,0.0,2.0,2.0,0.0,0.0,2.0,2.0,No,Maybe,Maybe,2.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,I don't know,No,No,I don't know,Somewhat easy
44.0,Female,France,I don't know,0,1-5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"Yes, I experienced",Maybe,Maybe,10.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,No,No,Yes,Very easy
34.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,1.0,2.0,1.0,No,Yes,Yes,8.0,Possibly,No response,Yes,1,Unknown,Rarely,Rarely,Yes,Yes,Yes,I don't know,Very easy
29.0,Female,United States of America,No,0,100-500,1.0,0.0,0.0,0.0,0.0,2.0,,"Yes, I experienced",Maybe,No,0.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,No,No,No,I don't know,I don't know
39.0,Male,United Kingdom,Yes,0,More than 1000,0.0,0.0,1.0,0.0,2.0,2.0,2.0,Maybe/Not sure,No,No,3.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,No,No,I don't know,I don't know,Somewhat easy
41.0,Male,Slovakia,No,0,100-500,1.0,2.0,2.0,0.0,0.0,2.0,,No,Maybe,No,8.0,Don't Know,No response,Possibly,0,Unknown,Rarely,Never,I don't know,No,No,I don't know,I don't know
33.0,Male,United States of America,Yes,0,100-500,1.0,1.0,1.0,0.0,0.0,1.0,1.0,No,Maybe,No,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,Yes,Very easy
31.0,Male,Germany,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,No,No response,Possibly,0,Not applicable to me,Rarely,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
44.0,Male,France,No,0,More than 1000,1.0,1.0,1.0,0.0,1.0,1.0,1.0,"Yes, I experienced",No,No,4.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,Yes,Yes,Very easy
33.0,Female,United States of America,Yes,0,100-500,0.0,2.0,0.0,0.0,0.0,2.0,2.0,No,No,No,0.0,Yes,Yes,Yes,1,Unknown,Often,Often,I don't know,No,No,I don't know,Somewhat easy
26.0,Other,Austria,No,0,26-100,1.0,2.0,2.0,0.0,0.0,2.0,4.0,"Yes, I observed",Maybe,No,3.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Often,I don't know,No,No,I don't know,Somewhat difficult
28.0,Male,South Africa,No,0,26-100,1.0,,0.0,,0.0,2.0,2.0,No,Maybe,Yes,4.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Not eligible for coverage / NA,Unknown,No,I don't know,Somewhat easy
32.0,Female,United States of America,I don't know,0,6-25,1.0,1.0,0.0,1.0,0.0,2.0,4.0,No,Maybe,Maybe,7.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,I don't know,Somewhat difficult
35.0,Female,Ireland,No,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Maybe/Not sure,Yes,Maybe,8.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Somewhat easy
40.0,Male,France,No,0,More than 1000,0.0,2.0,1.0,0.0,1.0,1.0,1.0,No,Yes,Yes,8.0,No,No response,Possibly,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,Yes,Yes,Very easy
30.0,Male,United States of America,I don't know,0,500-1000,0.0,2.0,2.0,0.0,0.0,1.0,2.0,No,Maybe,Yes,6.0,Yes,Yes,No,1,Unknown,Rarely,Often,I don't know,No,No,Yes,Somewhat easy
34.0,Male,United States of America,Yes,0,More than 1000,1.0,2.0,2.0,0.0,2.0,2.0,2.0,No,Maybe,Yes,7.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Sometimes,I don't know,No,I don't know,I don't know,Somewhat easy
21.0,Male,United States of America,I don't know,0,26-100,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Maybe/Not sure,Yes,Maybe,8.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,I don't know,I don't know,Somewhat easy
37.0,Male,France,Yes,0,More than 1000,0.0,1.0,2.0,1.0,0.0,1.0,1.0,"Yes, I observed",No,Yes,5.0,Yes,Yes,Possibly,1,Unknown,Sometimes,Often,Yes,Yes,No,Yes,Very easy
27.0,Male,Belarus,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,No,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
37.0,Male,United States of America,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,Unsure,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
33.0,Male,United Kingdom,I don't know,0,100-500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,Yes,Yes,8.0,Yes,Yes,Yes,1,Unknown,Sometimes,Sometimes,Yes,Yes,Yes,Yes,Very easy
28.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,,No,Yes,Yes,7.0,Possibly,No response,No,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,I don't know
41.0,Male,United States of America,I don't know,0,More than 1000,1.0,1.0,1.0,0.0,1.0,1.0,,"Yes, I observed",Maybe,Yes,7.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,Yes,Yes,I don't know
34.0,Male,Germany,No,0,26-100,1.0,0.0,0.0,,0.0,1.0,2.0,No,Maybe,Maybe,4.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,Yes,Somewhat easy
37.0,Male,United Kingdom,Yes,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,No,No response,No,0,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
28.0,Male,United States of America,I don't know,0,More than 1000,1.0,1.0,1.0,1.0,1.0,2.0,2.0,"Yes, I observed",Maybe,Yes,8.0,Yes,Yes,Possibly,1,Unknown,Rarely,Sometimes,Yes,Yes,Yes,I don't know,Somewhat easy
52.0,Male,Germany,No,0,More than 1000,0.0,0.0,0.0,,0.0,2.0,4.0,"Yes, I observed",Maybe,Maybe,2.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,I don't know,Somewhat difficult
39.0,Male,United Kingdom,No,0,100-500,1.0,2.0,2.0,0.0,0.0,2.0,1.0,No,Maybe,Yes,3.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Very easy
45.0,Male,United States of America,I don't know,0,6-25,1.0,1.0,0.0,0.0,0.0,2.0,5.0,No,No,No,0.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Often,Yes,No,No,I don't know,Difficult
50.0,Male,Netherlands,No,1,Unknown,Unknown,,,,,,,I've always been self-employed,Unknown,Yes,Unknown,No,No response,No,0,Unsure,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
27.0,Male,France,I don't know,0,100-500,1.0,2.0,0.0,0.0,0.0,2.0,3.0,"Yes, I experienced",Maybe,Maybe,3.0,Possibly,No response,Don't Know,1,Unknown,Rarely,Often,I don't know,No,No,I don't know,Neither easy nor difficult
31.0,Female,United States of America,I don't know,0,More than 1000,1.0,1.0,1.0,1.0,0.0,2.0,3.0,No,No,Maybe,5.0,Yes,Yes,Yes,1,Unknown,Often,Often,Yes,Yes,No,I don't know,Neither easy nor difficult
44.0,Male,Netherlands,I don't know,0,100-500,1.0,2.0,0.0,,0.0,2.0,,Maybe/Not sure,Maybe,Maybe,3.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Sometimes,I don't know,Unknown,No,I don't know,I don't know
31.0,Male,France,Yes,0,6-25,1.0,1.0,2.0,0.0,0.0,2.0,2.0,"Yes, I observed",Maybe,No,6.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,I don't know,Somewhat easy
23.0,Male,Russia,No,0,1-5,1.0,0.0,0.0,,0.0,0.0,5.0,"Yes, I observed",No,No,0.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Often,No,Unknown,No,No,Difficult
23.0,Male,United States of America,I don't know,0,100-500,1.0,1.0,1.0,1.0,0.0,2.0,,Maybe/Not sure,Yes,Yes,8.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,I don't know,I don't know
38.0,Male,France,I don't know,0,100-500,1.0,2.0,2.0,0.0,0.0,2.0,,Maybe/Not sure,Maybe,No,1.0,No,No response,Possibly,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,I don't know
37.0,Male,United States of America,Yes,0,26-100,1.0,2.0,2.0,0.0,0.0,2.0,,Maybe/Not sure,No,Maybe,6.0,Possibly,No response,Don't Know,0,Unknown,Not applicable to me,Sometimes,I don't know,No,No,I don't know,I don't know
33.0,Male,France,No,0,6-25,1.0,1.0,0.0,0.0,0.0,2.0,2.0,Maybe/Not sure,Maybe,Maybe,5.0,No,No response,No,0,Unknown,Rarely,Never,Yes,No,No,I don't know,Somewhat easy
34.0,Male,United States of America,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,Yes,Yes,Possibly,1,Unsure,Rarely,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
47.0,Male,United States of America,No,0,More than 1000,0.0,1.0,2.0,1.0,1.0,2.0,4.0,No,No,No,1.0,Possibly,No response,Possibly,1,Unknown,Sometimes,Sometimes,Yes,Yes,Yes,I don't know,Somewhat difficult
29.0,Female,United States of America,Yes,0,26-100,1.0,2.0,2.0,0.0,0.0,2.0,2.0,No,No,Maybe,3.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Somewhat easy
38.0,Male,United States of America,No,0,More than 1000,0.0,1.0,1.0,0.0,2.0,2.0,3.0,Maybe/Not sure,Maybe,Maybe,2.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,I don't know,I don't know,Neither easy nor difficult
29.0,Male,Canada,No,0,100-500,1.0,2.0,0.0,0.0,0.0,2.0,2.0,No,Maybe,Maybe,8.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Somewhat easy
37.0,Male,United States of America,I don't know,0,100-500,1.0,2.0,0.0,0.0,0.0,2.0,2.0,No,Yes,Yes,6.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,I don't know,No,No,I don't know,Somewhat easy
39.0,Male,India,No,1,Unknown,Unknown,,,,,,,I've always been self-employed,Unknown,Yes,Unknown,Yes,Yes,Don't Know,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
29.0,Female,United States of America,Yes,0,100-500,1.0,1.0,1.0,1.0,1.0,1.0,2.0,"Yes, I observed",Yes,Maybe,8.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,Yes,Yes,Somewhat easy
57.0,Female,Canada,Yes,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Sometimes,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
